3,2026-05-05T20:50:58.431940200Z,hi
3,2026-05-05T20:51:45.540743Z,this works?
3,2026-05-05T20:52:20.864322800Z,what do you mean it shouldn't?
3,2026-05-05T20:52:40.421496400Z,technically
3,2026-05-05T20:52:51.949589300Z,Yeah
3,2026-05-05T20:53:08.366233Z,It has a different ID I guess
3,2026-05-05T20:53:16.934572Z,also, the school preset doesn't work
3,2026-05-05T20:53:22.253198300Z,I had to put the IP manually
3,2026-05-05T20:53:47.086512400Z,oh ok
3,2026-05-05T20:54:03.928851300Z,I was checking the code this morning and saw you made a change to sending conversations
3,2026-05-05T20:54:09.104351200Z,I thought it wouldn't work ngl
3,2026-05-05T20:54:12.349469Z,what did you do?
3,2026-05-05T20:54:28.607621200Z,for the client controller switch case
3,2026-05-05T20:54:33.942798700Z,yes
3,2026-05-05T20:55:07.625944100Z,oh
3,2026-05-05T20:55:13.513777Z,how much did you work on last night>
3,2026-05-05T20:55:14.916273300Z,?
3,2026-05-05T20:55:22.801614600Z,I feel like I should've been able to help you
3,2026-05-05T20:55:47.052845700Z,I meant in general
3,2026-05-05T21:00:42.632219400Z,yeah because I saw you sending a message at 5 AM and i felt bad that I couldn't help
3,2026-05-05T21:02:36.905329500Z,yeah, now we just need to have JUnit tests
3,2026-05-05T21:02:48.121903800Z,It shouldn't take long so you should take a brea
3,2026-05-05T21:02:52.847804400Z,thanks for your work
3,2026-05-05T21:02:56.769513100Z,o7
3,2026-05-05T21:04:12.370618Z,what do you mean?
3,2026-05-05T21:04:52.600778200Z,oh
3,2026-05-05T21:05:05.104049300Z,is the group name still just the two of us?
3,2026-05-05T21:05:16.050397600Z,I changed it to "THIS WORKS RIGHT?"
3,2026-05-05T21:05:25.827394100Z,what?
3,2026-05-05T21:05:36.121557600Z,I logged into avalina though
3,2026-05-05T21:05:39.705936Z,that's weird
3,2026-05-05T21:08:14.538642400Z,huh
3,2026-05-05T21:08:29.630933400Z,do you refresh the gui on a new message or conversation?
